[2018-02-04 00:21:10,245] DEBUG    PluginManager Loading plugin: AnnounceZero
[2018-02-04 00:21:12,267] INFO     SiteManager Deleting orphan site from content.db: 1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD
[2018-02-04 00:21:12,268] DEBUG    SiteManager SiteManager added 52 sites
[2018-02-04 00:21:12,269] DEBUG    SiteManager Updated merger sites in 0.001s
[2018-02-04 00:21:12,272] INFO     - Removing old SSL certs...
[2018-02-04 00:21:12,280] INFO     - Starting servers....
[2018-02-04 00:21:12,296] DEBUG    SiteManager Added new site: 1BhArUMBcwMTtDBzcLyA3oaPUPZSdWt3wQ
[2018-02-04 00:21:12,302] DEBUG    Site:1BhArU..t3wQ ContentDb init: 0.005s, found files: 0, sites: 49
[2018-02-04 00:21:12,302] DEBUG    Site:1BhArU..t3wQ ContentDb not initialized, load files from filesystem
[2018-02-04 00:21:12,302] WARNING  Site:1BhArU..t3wQ Content.json not exist: data/1BhArUMBcwMTtDBzcLyA3oaPUPZSdWt3wQ/content.json
[2018-02-04 00:21:12,443] DEBUG    SiteManager Saved sites in 0.14s (generate: 0.00s, write: 0.14s)
[2018-02-04 00:21:12,444] DEBUG    SiteManager Updated merger sites in 0.001s
[2018-02-04 00:21:12,448] DEBUG    SiteManager Added new site: 1FFuXJM1HUHBBxyRmCsVcaAerS6LLMRdkp
[2018-02-04 00:21:12,449] DEBUG    Site:1FFuXJ..Rdkp ContentDb init: 0.001s, found files: 0, sites: 50
[2018-02-04 00:21:12,455] DEBUG    Site:1FFuXJ..Rdkp ContentDb not initialized, load files from filesystem
[2018-02-04 00:21:12,455] WARNING  Site:1FFuXJ..Rdkp Content.json not exist: data/1FFuXJM1HUHBBxyRmCsVcaAerS6LLMRdkp/content.json
[2018-02-04 00:21:12,589] DEBUG    SiteManager Saved sites in 0.13s (generate: 0.00s, write: 0.13s)
[2018-02-04 00:21:12,590] DEBUG    SiteManager Updated merger sites in 0.001s
[2018-02-04 00:21:12,590] DEBUG    SiteManager Added new site: 1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD
[2018-02-04 00:21:12,591] DEBUG    Site:1Mr2r3..EALD ContentDb init: 0.000s, found files: 0, sites: 51
[2018-02-04 00:21:12,591] DEBUG    Site:1Mr2r3..EALD ContentDb not initialized, load files from filesystem
[2018-02-04 00:21:12,591] WARNING  Site:1Mr2r3..EALD Content.json not exist: data/1Mr2r33XUTykaCR9yXLhqdkx2DaNa9EALD/content.json
[2018-02-04 00:21:12,712] DEBUG    SiteManager Saved sites in 0.11s (generate: 0.00s, write: 0.11s)
[2018-02-04 00:21:12,712] DEBUG    SiteManager Updated merger sites in 0.001s
[2018-02-04 00:21:12,713] DEBUG    SiteManager Added new site: 1D1VGav5Wd1URqmQoRYCXFgXZMPRNbo3Ed
[2018-02-04 00:21:12,714] DEBUG    Site:1D1VGa..o3Ed ContentDb init: 0.001s, found files: 0, sites: 52
[2018-02-04 00:21:12,714] DEBUG    Site:1D1VGa..o3Ed ContentDb not initialized, load files from filesystem
[2018-02-04 00:21:12,715] WARNING  Site:1D1VGa..o3Ed Content.json not exist: data/1D1VGav5Wd1URqmQoRYCXFgXZMPRNbo3Ed/content.json
[2018-02-04 00:21:12,868] DEBUG    SiteManager Saved sites in 0.15s (generate: 0.00s, write: 0.15s)
[2018-02-04 00:21:12,869] DEBUG    SiteManager Updated merger sites in 0.001s
[2018-02-04 00:21:12,869] INFO     Ui.UiServer --------------------------------------
[2018-02-04 00:21:12,872] INFO     Ui.UiServer Web interface: http://127.0.0.1:43110/
[2018-02-04 00:21:12,873] INFO     Ui.UiServer --------------------------------------
[2018-02-04 00:21:12,881] DEBUG    - Current RLIMIT_NOFILE: 1024 (max: 4096), changing to 2048...
[2018-02-04 00:21:13,685] DEBUG    Site:1BhArU..t3wQ Start downloading, bad_files: {u'content.json': 3}, check_size: True, blind_includes: True
[2018-02-04 00:21:13,688] DEBUG    Site:1BhArU..t3wQ Need content.json first
[2018-02-04 00:21:13,688] DEBUG    WorkerManager:1BhArU..t3wQ New task: content.json, peer lock: None, priority: 10000, optional_hash_id: None, tasks started: 1
[2018-02-04 00:21:13,689] DEBUG    WorkerManager:1BhArU..t3wQ Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:13,689] DEBUG    Site:1FFuXJ..Rdkp Start downloading, bad_files: {u'content.json': 3}, check_size: True, blind_includes: True
[2018-02-04 00:21:13,689] DEBUG    Site:1FFuXJ..Rdkp Need content.json first
[2018-02-04 00:21:13,689] DEBUG    WorkerManager:1FFuXJ..Rdkp New task: content.json, peer lock: None, priority: 10000, optional_hash_id: None, tasks started: 1
[2018-02-04 00:21:13,689] DEBUG    WorkerManager:1FFuXJ..Rdkp Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:13,694] DEBUG    Site:1Mr2r3..EALD Start downloading, bad_files: {u'content.json': 3}, check_size: True, blind_includes: True
[2018-02-04 00:21:13,694] DEBUG    Site:1Mr2r3..EALD Need content.json first
[2018-02-04 00:21:13,695] DEBUG    WorkerManager:1Mr2r3..EALD New task: content.json, peer lock: None, priority: 10000, optional_hash_id: None, tasks started: 1
[2018-02-04 00:21:13,695] DEBUG    WorkerManager:1Mr2r3..EALD Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:13,695] DEBUG    Site:1D1VGa..o3Ed Start downloading, bad_files: {u'content.json': 3}, check_size: True, blind_includes: True
[2018-02-04 00:21:13,695] DEBUG    Site:1D1VGa..o3Ed Need content.json first
[2018-02-04 00:21:13,695] DEBUG    WorkerManager:1D1VGa..o3Ed New task: content.json, peer lock: None, priority: 10000, optional_hash_id: None, tasks started: 1
[2018-02-04 00:21:13,695] DEBUG    WorkerManager:1D1VGa..o3Ed Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:13,697] DEBUG    FileServer Checking sites...
[2018-02-04 00:21:13,714] DEBUG    FileServer Conn# 1 zero.booth.moe [?] > Connecting...
[2018-02-04 00:21:13,734] DEBUG    - Generating RSA cert and key PEM files...Generating a 2048 bit RSA private key
........+++
.................................................................................+++
unable to write 'random state'
writing new private key to 'data/key-rsa.pem'
-----
[2018-02-04 00:21:13,734] DEBUG    FileServer Binding to: *:15441, (msgpack: 0.4.8), supported crypt: ['tls-rsa']
[2018-02-04 00:21:13,735] DEBUG    Site:149EPB..zaCN 8 peers (0 with hashfield) loaded in 0.001s
[2018-02-04 00:21:13,742] DEBUG    Site:1Br4MT..CFxh 3 peers (0 with hashfield) loaded in 0.006s
[2018-02-04 00:21:13,742] DEBUG    Site:1Gfey7..fcdp 6 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:13,743] DEBUG    Site:1GitLi..MQ4t 13 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:13,743] DEBUG    Site:1H3MA7..Zssb 2 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:13,743] DEBUG    Site:1RepoX..HCc6 18 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:13,744] DEBUG    Site:1Gif7P..Xc7h 5 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:13,744] DEBUG    - Gevent block detected: 2.16294598579
[2018-02-04 00:21:13,744] DEBUG    Site:1A3o3D..8H87 11 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:13,794] DEBUG    Site:1SiTEs..tdwB 579 peers (0 with hashfield) loaded in 0.048s
[2018-02-04 00:21:13,794] DEBUG    Site:1KVLau..gG2m 8 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:13,795] DEBUG    Site:1UPDat..fxsp 1 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,036] DEBUG    Db:ContentDb Loaded 14800 optional files: 59170.69MB, downloaded: 18.27MB in 0.241s
[2018-02-04 00:21:14,036] DEBUG    Site:1KjcBw..pTMC 1 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,044] DEBUG    Site:1UDbAD..MkoV 186 peers (0 with hashfield) loaded in 0.008s
[2018-02-04 00:21:14,045] DEBUG    Site:1Cn8tC..Hwys 23 peers (0 with hashfield) loaded in 0.001s
[2018-02-04 00:21:14,045] DEBUG    Site:17ziJ8..xX8t 1 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,054] DEBUG    Site:1Sickf..FFEs 21 peers (0 with hashfield) loaded in 0.001s
[2018-02-04 00:21:14,054] DEBUG    Site:1MVADe..JfMK 5 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,067] DEBUG    Site:1BLogC..AGg8 206 peers (1 with hashfield) loaded in 0.013s
[2018-02-04 00:21:14,068] DEBUG    Site:1rNL2h..PAvz 1 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,068] DEBUG    Site:1DaXkb..jwcv 2 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,068] DEBUG    Site:1BsRBz..YYau 1 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,068] DEBUG    Site:1BXLnS..6rts 3 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,079] DEBUG    Site:13EYKq..eLkc 111 peers (0 with hashfield) loaded in 0.011s
[2018-02-04 00:21:14,080] DEBUG    Site:1HNYEH..nVA2 9 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,081] DEBUG    Site:1MaiL5..Ju27 64 peers (0 with hashfield) loaded in 0.001s
[2018-02-04 00:21:14,081] DEBUG    Site:1Jz14w..jAkN 2 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,134] DEBUG    Site:1uPLoa..dmQc 719 peers (45 with hashfield) loaded in 0.045s
[2018-02-04 00:21:14,135] DEBUG    Site:1JheKm..HQqx 4 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,135] DEBUG    Site:1GXWvT..J4QN 0 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,135] DEBUG    Site:1AHweG..5Gkq 9 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,136] DEBUG    Site:171amn..hRWj 34 peers (0 with hashfield) loaded in 0.001s
[2018-02-04 00:21:14,170] DEBUG    Site:1TaLkF..jipT 442 peers (0 with hashfield) loaded in 0.033s
[2018-02-04 00:21:14,170] DEBUG    Site:14vBXT..RZTM 1 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,171] DEBUG    Site:19X5gH..Hjgc 8 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,171] DEBUG    Site:1FTZ3b..P6tq 2 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,171] DEBUG    Site:1FZAVa..TN6H 4 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,171] DEBUG    Site:1DuceV..UrtN 2 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,182] DEBUG    Site:1GNTAK..ZYTL 62 peers (0 with hashfield) loaded in 0.011s
[2018-02-04 00:21:14,183] DEBUG    Site:1DTpF9..3VK1 7 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,183] DEBUG    Site:1LyXfj..QXGR 2 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,183] DEBUG    Site:1Jwmx3..Xrrc 3 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,184] DEBUG    Site:14y3Se..bWeH 7 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,197] DEBUG    Site:1MeFqF..q7nH 197 peers (0 with hashfield) loaded in 0.013s
[2018-02-04 00:21:14,261] DEBUG    Site:1Name2..hM9F 985 peers (0 with hashfield) loaded in 0.064s
[2018-02-04 00:21:14,296] DEBUG    Site:1HeLLo..Tf3D 565 peers (0 with hashfield) loaded in 0.035s
[2018-02-04 00:21:14,297] DEBUG    Site:1MRMXT..18wS 1 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,319] DEBUG    Site:1iD5ZQ..duGz 309 peers (4 with hashfield) loaded in 0.022s
[2018-02-04 00:21:14,322] DEBUG    Site:1iNDEx..RPcL 8 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,322] DEBUG    Site:1BhArU..t3wQ 0 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,322] DEBUG    Site:1FFuXJ..Rdkp 0 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,322] DEBUG    Site:1Mr2r3..EALD 0 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,322] DEBUG    Site:1D1VGa..o3Ed 0 peers (0 with hashfield) loaded in 0.000s
[2018-02-04 00:21:14,427] DEBUG    WorkerManager:1FFuXJ..Rdkp Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:14,427] DEBUG    WorkerManager:1FFuXJ..Rdkp Added worker: 118.210.131.17:15441, workers: 1/5
[2018-02-04 00:21:14,427] DEBUG    Site:1FFuXJ..Rdkp tracker.coppersurfer.tk:6969: Found 2 peers, new: 1, total: 1
[2018-02-04 00:21:14,428] DEBUG    FileServer Conn# 2 118.210.131.17 [?] > Connecting...
[2018-02-04 00:21:14,697] INFO     FileServer Checking port 15441 using portchecker.co...
[2018-02-04 00:21:14,724] DEBUG    Site:1FFuXJ..Rdkp Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:21:14,725] DEBUG    Site:1BhArU..t3wQ Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:21:14,729] DEBUG    Site:1D1VGa..o3Ed Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:21:14,827] DEBUG    FileServer Conn# 1 zero.booth.moe [?] > Closing connection: zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:14,828] DEBUG    Site:1BhArU..t3wQ Announce to zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441 failed: None
[2018-02-04 00:21:14,828] DEBUG    Site:1FFuXJ..Rdkp Announce to zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441 failed: None
[2018-02-04 00:21:14,829] DEBUG    Site:1D1VGa..o3Ed Announce to zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441 failed: None
[2018-02-04 00:21:14,829] DEBUG    Site:1Mr2r3..EALD Announce to zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441 failed: None
[2018-02-04 00:21:14,829] DEBUG    Site:1BhArU..t3wQ Announced types [] in mode start to 5 trackers in 1.133s, errors: ['http://explodie.org:6969/announce', 'zero://zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441'], slow: []
[2018-02-04 00:21:14,829] DEBUG    Site:1FFuXJ..Rdkp Announced types [] in mode start to 5 trackers in 1.133s, errors: ['http://explodie.org:6969/announce', 'zero://zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441'], slow: []
[2018-02-04 00:21:14,830] DEBUG    Site:1D1VGa..o3Ed Announced types [] in mode start to 5 trackers in 1.133s, errors: ['http://explodie.org:6969/announce', 'zero://zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441'], slow: []
[2018-02-04 00:21:14,830] DEBUG    FileServer Conn# 2 118.210.131.17 [?] > Closing connection: 118.210.131.17 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:14,830] DEBUG    WorkerManager:1FFuXJ..Rdkp 118.210.131.17:15441: Verify failed: content.json, error: Download failed, failed peers: 0, workers: 0
[2018-02-04 00:21:15,007] DEBUG    Site:1Mr2r3..EALD Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:21:15,008] DEBUG    Site:1Mr2r3..EALD Announced types [] in mode start to 5 trackers in 1.311s, errors: ['http://explodie.org:6969/announce', 'zero://zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441'], slow: []
[2018-02-04 00:21:15,012] DEBUG    Ui.UiServer 127.0.0.1 - - [2018-02-04 00:21:15] "GET /1Jwmx33xCtuRe2UReHHxkritZ1nfuyXrrc/ HTTP/1.1" 200 3103 0.001976
[2018-02-04 00:21:15,802] DEBUG    FileServer Conn# 3 45.33.50.110 [?] > Incoming connection...
[2018-02-04 00:21:15,802] DEBUG    FileServer Conn# 3 45.33.50.110 [v2] > Closing connection: MessageLoop ended, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:15,825] DEBUG    FileServer Conn# 4 zero.booth.moe [?] > Connecting...
[2018-02-04 00:21:15,898] DEBUG    Site:1TaLkF..jipT tracker.coppersurfer.tk:6969: Found 50 peers, new: 7, total: 449
[2018-02-04 00:21:15,904] DEBUG    Site:1TaLkF..jipT tracker.leechers-paradise.org:6969: Found 50 peers, new: 13, total: 462
[2018-02-04 00:21:15,927] DEBUG    Site:1TaLkF..jipT tracker.opentrackr.org:1337/announce: Found 30 peers, new: 8, total: 470
[2018-02-04 00:21:15,939] DEBUG    WorkerManager:1FFuXJ..Rdkp 118.210.131.17:15441: No task found, stopping
[2018-02-04 00:21:15,939] DEBUG    WorkerManager:1FFuXJ..Rdkp Removed worker, workers: 0/5
[2018-02-04 00:21:15,939] DEBUG    WorkerManager:1FFuXJ..Rdkp Starting new workers... (tasks: 1)
[2018-02-04 00:21:15,940] DEBUG    WorkerManager:1FFuXJ..Rdkp Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:15,940] DEBUG    WorkerManager:1FFuXJ..Rdkp Added worker: 118.210.131.17:15441, workers: 1/5
[2018-02-04 00:21:16,047] DEBUG    Ui.UiServer 127.0.0.1 - - [2018-02-04 00:21:16] "GET /uimedia/all.css?rev=3234 HTTP/1.1" 200 37185 0.062741
[2018-02-04 00:21:16,048] DEBUG    WorkerManager:1FFuXJ..Rdkp 118.210.131.17:15441: No task found, stopping
[2018-02-04 00:21:16,048] DEBUG    WorkerManager:1FFuXJ..Rdkp Removed worker, workers: 0/5
[2018-02-04 00:21:16,049] DEBUG    Site:1TaLkF..jipT retracker.spark-rostov.ru:80/announce: Found 50 peers, new: 9, total: 479
[2018-02-04 00:21:16,056] DEBUG    Ui.UiServer 127.0.0.1 - - [2018-02-04 00:21:16] "GET /uimedia/all.js?rev=3234&lang=en HTTP/1.1" 200 182416 0.002217
[2018-02-04 00:21:16,274] DEBUG    Site:1TaLkF..jipT Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:21:16,291] DEBUG    FileServer Conn# 4 zero.booth.moe [?] > Closing connection: zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,292] DEBUG    Site:1TaLkF..jipT Announce to zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441 failed: None
[2018-02-04 00:21:16,292] DEBUG    Site:1TaLkF..jipT Announced types [] in mode startup to 5 trackers in 0.482s, errors: ['http://explodie.org:6969/announce', 'zero://zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441'], slow: []
[2018-02-04 00:21:16,293] DEBUG    Site:1TaLkF..jipT content.json loadContent same json file, skipping
[2018-02-04 00:21:16,294] DEBUG    FileServer Conn# 5 er3l6yxizz532uh7.onion [?] > Connecting...
[2018-02-04 00:21:16,295] DEBUG    FileServer Conn# 5 er3l6yxizz532uh7.onion [?] > Closing connection: er3l6yxizz532uh7.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,295] DEBUG    FileServer Conn# 6 7o7tw55c42s52kga.onion [?] > Connecting...
[2018-02-04 00:21:16,295] DEBUG    FileServer Conn# 6 7o7tw55c42s52kga.onion [?] > Closing connection: 7o7tw55c42s52kga.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,295] DEBUG    FileServer Conn# 7 4hhuwkalx5hydxxs.onion [?] > Connecting...
[2018-02-04 00:21:16,296] DEBUG    FileServer Conn# 7 4hhuwkalx5hydxxs.onion [?] > Closing connection: 4hhuwkalx5hydxxs.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,296] DEBUG    FileServer Conn# 8 46e3baasf34fsocc.onion [?] > Connecting...
[2018-02-04 00:21:16,296] DEBUG    FileServer Conn# 8 46e3baasf34fsocc.onion [?] > Closing connection: 46e3baasf34fsocc.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,296] DEBUG    FileServer Conn# 9 67.166.142.148 [?] > Connecting...
[2018-02-04 00:21:16,304] DEBUG    FileServer Conn#10 94.140.125.80 [?] > Connecting...
[2018-02-04 00:21:16,310] DEBUG    FileServer Conn#11 217.114.158.151 [?] > Connecting...
[2018-02-04 00:21:16,366] DEBUG    FileServer Conn#10 94.140.125.80 [?] > Closing connection: 94.140.125.80 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,366] DEBUG    FileServer Conn#12 178.87.0.155 [?] > Connecting...
[2018-02-04 00:21:16,394] DEBUG    FileServer Conn#11 217.114.158.151 [?] > Closing connection: 217.114.158.151 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,394] DEBUG    FileServer Conn#13 pv5luuvypdiqnepe.onion [?] > Connecting...
[2018-02-04 00:21:16,394] DEBUG    FileServer Conn#13 pv5luuvypdiqnepe.onion [?] > Closing connection: pv5luuvypdiqnepe.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:16,395] DEBUG    FileServer Conn#14 2ykwrqaxotv2k634.onion [?] > Connecting...
[2018-02-04 00:21:16,395] DEBUG    FileServer Conn#14 2ykwrqaxotv2k634.onion [?] > Closing connection: 2ykwrqaxotv2k634.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
